Salad,,,,,
Salad#7884,,,,Falzar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,ElcPuls1,J,,SuprArmr,Link to URL
1,BugFix,*,,Custom2,HP+500
3,ElcPuls2,J,,Beat,HP+500
1,ElcPuls3,J,[TAG],FstBarr,Attack+1
2,WindRack,*,[TAG],,Charge+1
1,JustcOne,J,,,
2,Recov300,J,,,
1,AreaGrab,*,,,
1,GrabRvng,Z,,,
2,FstGauge,*,,CellImage,
1,FullCust,*,[REG],,
1,NeoVari,N,,,
3,Invisibl,*,,,
1,LifeAur,U,,,
1,AntiNavi,*,,,
2,AntiDmg,*,,,
1,GrndManSP,G,,,
1,EraseMan,*,,,
1,JudgeMan,*,,,
1,ElmntMan,*,,,
1,ElmntMnSP,E,,,
1,HubBatc,J,,,
