Rocku,,,,,
Rocku#1556,,,,Falzar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,Uninstll,G,,SuprArmr,image
2,MachGun2,G,,FldrPak1,HP+400
1,NeoVari,N,,Custom1,ChargMAX
1,HeatDrgn,G,,Rush,AttckMAX
1,WoodDrgn,G,,UnderSht,
4,AreaGrab,*,[TAG],BugStop,
1,GrabRvng,Z,,Custom1,
1,Snctuary,Z,,,
2,FstGauge,*,[REG],,
1,FullCust,*,,,
3,Invisibl,*,,,
1,LifeAur,U,,,
3,AntiDmg,*,,,
1,WindRack,*,,CellImage,
1,TmhkManSP,T,,,
1,TenguMnSP,T,,,
1,GrndManSP,G,,,
1,EraseMan,*,[TAG],,
1,JudgeMan,*,,,
1,ElmntMan,*,,,
1,MetrKnuk,N,,,
