Soup,,,,,
Soup#7517,,,,Gregar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
2,SloGauge,*,[TAG],Custom1,Link to URL
1,AntiNavi,*,,SuprArmr,ChargMAX
1,HolyPanl,*,,UnderSht,HP+400
1,JudgeMan,*,,,HP+400
4,AreaGrab,*,[TAG],,AttckMAX
2,Magnum,W,[REG],,HP+400
1,LifeAur,U,,,
1,TmhkManSP,T,,CellImage,
1,ElmntMan,*,,,
1,Barr200,W,,,
2,Recov300,O,,,
1,ElmntMnSP,E,,,
1,Snctuary,Z,,,
2,AntiDmg,*,,,
2,WindRack,*,,,
3,Invisibl,*,,,
1,EraseMan,*,,,
1,GrabRvng,Q,,,
1,GunDelS3,Q,,,
1,ColForce,Q,,,
