SoniSwitch,,,,,
#SoniSwitch5403,,,,Gregar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,SloGauge,*,[REG],Custom1,Link to URL
1,BugFix,*,,SuprArmr,SpeedMAX
1,LifeAur,U,,UnderSht,HP+400
2,MachGun1,*,,,ChargMAX
3,Invisibl,*,,,AttckMAX
3,WindRack,*,[TAG],,HP+400
1,AntiNavi,*,,,HP+300
1,GunDelS3,Q,,CellImage,
4,AreaGrab,*,,,
1,ElmntMnSP,E,,,
2,WhiCapsl,*,,,
1,JudgeMan,*,,,
1,SlashMnSP,S,,,
1,EraseMan,*,,,
2,BblStar3,S,,,
2,Recov300,O,,,
1,ElmntMan,*,,,
1,AntiRecv,*,[TAG],,
1,ColForce,Q,,,
