osiahene,,,,,
Yaw#9721,,,,Gregar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,GunDelS3,Q,[TAG],SuprArmr,maxcust
2,WindRack,*,[TAG],Custom1,HP+400
2,Recov300,J,,UnderSht,HP+400
4,AreaGrab,*,,,HP+300
1,GrabRvng,Q,,,AttckMAX
1,PnlRetrn,*,,,ChargMAX
1,Snctuary,Z,,,SpeedMAX
1,GoingRd,*,[REG],CellImage,
2,SloGauge,*,,,
1,BugFix,*,,,
3,Invisibl,*,,,
1,Barr200,K,,,
1,LifeAur,U,,,
3,AntiDmg,*,,,
1,EraseMan,*,,,
1,EraseMnSP,K,,,
1,JudgeMan,*,,,
1,JudgeMnSP,J,,,
1,ElmntMan,*,,,
1,ColForce,Q,,,
