Jo_java,,,,,
joseph G#7120,,,,Gregar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
2,MachGun2,G,,AirShoes,Link to URL
1,WindRack,*,[REG],SuprArmr,AttckMAX
3,AreaGrab,*,,Custom1,ChargMAX
2,Invisibl,*,,UnderSht,HP+500
3,AntiDmg,*,,BugStop,
2,WhiCapsl,*,,Rush,
2,HeatDrgn,G,,,
2,ElemSwrd,U,,,
2,AquaDrgn,H,,,
2,WoodDrgn,G,,,
1,GrabRvng,Q,,,
1,ElmntMan,*,,CellImage,
1,EraseMan,*,,,
1,Barr200,U,,,
1,JudgeMan,*,,,
1,Uninstll,G,,,
1,LifeAur,U,,,
1,HeatManSP,H,,,
1,Bass,F,,,
