playerzero,,,,,
playerzero#2208,,,,Falzar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,BugFix,*,,SuprArmr,image
1,Uninstll,R,,Custom1,AttckMAX
1,LifeAur,U,,Custom2,SpeedMAX
1,SpoutMnSP,A,,UnderSht,ChargMAX
1,MachGun1,*,,,HP+400
1,AquaSwrd,A,,,HP+400
3,WindRack,*,[TAG],,
4,AreaGrab,*,,,
1,FireHit3,A,,,
1,ElecDrgn,A,,,
1,NeoVari,N,,,
3,ElcPuls2,A,[TAG],CellImage,
3,Invisibl,*,,,
3,AntiDmg,*,,,
1,RskyHny3,A,,,
1,EraseMan,*,,,
1,JudgeMan,*,,,
1,ElmntMan,*,,,
1,MetrKnuk,N,,,
