Broonster,,,,,
Broonster#1544,,,,Gregar,
FOLDER,,,,NAVICUST,
#,Chip Name,Code,Reg/Tag,Program Name,Link
1,TankCan3,M,,SuprArmr,image
1,GunDelS3,Q,,Custom1,AttckMAX
1,RskyHny3,M,,FstBarr,ChargMAX
1,MachGun3,M,,UnderSht,HP+400
1,DrilArm,M,,BugStop,HP+400
1,PoisSeed,*,,,
2,WindRack,*,,,
1,Muramasa,M,,,
1,ElemSwrd,M,,,
1,BurnSqr2,M,,,
3,AreaGrab,*,[TAG],,
2,GrabBnsh,M,,,
1,PnlRetrn,*,[REG],CellImage,
1,Barr200,U,[TAG],,
1,LifeAur,U,,,
1,WhiCapsl,*,,,
1,AntiNavi,*,,,
2,AntiDmg,*,,,
1,AntiRecv,*,,,
1,SlashMnSP,S,,,
1,EraseMan,*,,,
1,TenguMan,*,,,
1,JudgeMan,*,,,
1,ElmntMan,*,,,
1,ColForce,Q,,,
